country,founded,id,industry,linkedin_url,locality,name,region,size,website
sri lanka,2003,susantha,transportation/trucking/railroad,linkedin.com/company/susantha,,global rubber industries (pvt) ltd,,10-Jan,
sri lanka,2003,meubel-house,furniture,linkedin.com/company/meubel-house,colombo,meubel house,western,Nov-50,meubelhouse.com
sri lanka,2003,ceylon-petroleum-storage-terminals-ltd,oil & energy,linkedin.com/company/ceylon-petroleum-storage-terminals-ltd,colombo,ceylon petroleum storage terminals ltd,western,1001-5000,cpstl.lk
sri lanka,2003,capsnap,packaging and containers,linkedin.com/company/capsnap,colombo,cap snap lanka private limited,western,Nov-50,facebook.com/capsnaplanka
sri lanka,2003,printworks,hospitality,linkedin.com/company/printworks,,"palm beach hotel, mount lavinia, sri lanka",western,51-200,palmbeach.lk
sri lanka,2003,duo-software-pvt-ltd-,information technology and services,linkedin.com/company/duo-software-pvt-ltd-,colombo,duo software,western,51-200,duosoftware.com
sri lanka,2003,co-op-leasing,financial services,linkedin.com/company/co-op-leasing,colombo,co-operative leasing company limited,western,Nov-50,clcl.lk
sri lanka,2003,franklincoveysl,professional training & coaching,linkedin.com/company/franklincoveysl,colombo,franklincovey sri lanka & maldives,western,Nov-50,franklincovey.com.lk
sri lanka,2003,zm-vertiko-pvt-ltd,apparel & fashion,linkedin.com/company/zm-vertiko-pvt-ltd,padukka,zm vertiko (pvt) ltd,western,1001-5000,zmvertiko.com
sri lanka,2003,rphlk,real estate,linkedin.com/company/rphlk,colombo,royal property holdings (pvt) ltd.,western,10-Jan,rphlk.com
sri lanka,2003,pearl-properties-sri-lanka,real estate,linkedin.com/company/pearl-properties-sri-lanka,galle,pearl properties sri lanka,southern,10-Jan,pearlsrilanka.com
sri lanka,2003,pristineerp,information technology and services,linkedin.com/company/pristineerp,colombo,pristine solutions (pvt) ltd,western,51-200,pristineworldwide.com
sri lanka,2003,coral-property-developers,construction,linkedin.com/company/coral-property-developers,colombo,coral property developers,western,51-200,coral.lk
sri lanka,2003,monami-freighters-pvt-ltd,,linkedin.com/company/monami-freighters-pvt-ltd,colombo,monami freighters pvt ltd,western,51-200,
sri lanka,2003,convenient.info,market research,linkedin.com/company/convenient.info,colombo,convenient.info,western,Nov-50,convenient.info
sri lanka,2003,cinnamons-lanka,food & beverages,linkedin.com/company/cinnamons-lanka,galle,cinnamons lanka,southern,51-200,cinnamonslanka.com
sri lanka,2003,illusion-designer,computer software,linkedin.com/company/illusion-designer,,illusion designer,western,10-Jan,illusiondesigner.com
sri lanka,2003,lsflk,computer software,linkedin.com/company/lsflk,colombo,lanka software foundation,western,10-Jan,opensource.lk
sri lanka,2003,oxford-college-of-business-sri-lanka,higher education,linkedin.com/company/oxford-college-of-business-sri-lanka,colombo,oxford college of business sri lanka,western,51-200,ocbsrilanka.edu.lk
sri lanka,2003,igs-lanka-pvt-ltd,marketing and advertising,linkedin.com/company/igs-lanka-pvt-ltd,dehiwala,igs lanka (pvt) ltd,western,Nov-50,igslanka.com
sri lanka,2003,emerald-computer-technologies-pvt-ltd,computer hardware,linkedin.com/company/emerald-computer-technologies-pvt-ltd,peliyagoda,emerald computer technologies (pvt) ltd,western,Nov-50,
sri lanka,2003,hyperjet-technologie-pvt-ltd,telecommunications,linkedin.com/company/hyperjet-technologie-pvt-ltd,colombo,hyperjet technologies (pvt) ltd,western,Nov-50,hyperjet.lk
sri lanka,2003,buckman-creative,,linkedin.com/company/buckman-creative,colombo,buckman creative,western,10-Jan,
sri lanka,2003,prudential-international-pvt-ltd,design,linkedin.com/company/prudential-international-pvt-ltd,colombo,prudential international pvt ltd,western,Nov-50,pds.lk
sri lanka,2003,power-logic-engineers-private-limited,utilities,linkedin.com/company/power-logic-engineers-private-limited,colombo,power logic engineers (private) limited,western,Nov-50,powerlogic.com.lk
sri lanka,2003,vizuamatix,information technology and services,linkedin.com/company/vizuamatix,colombo,vizuamatix,western,Nov-50,vizuamatix.com
sri lanka,2003,eagle-power,renewables & environment,linkedin.com/company/eagle-power,panadura,eagle power,western,Nov-50,
sri lanka,2003,international-institute-of-health-sciences,higher education,linkedin.com/company/international-institute-of-health-sciences,welisara,international institute of health sciences,western,Nov-50,iihsciences.com
sri lanka,2003,techoneglobal,information technology and services,linkedin.com/company/techoneglobal,colombo,tech one global ltd,western,201-500,techoneglobal.com
sri lanka,2003,unique-creation,computer software,linkedin.com/company/unique-creation,badulla,unique creation,uva,Nov-50,uniquecreation.lk
sri lanka,2003,safetynet-private-limited,real estate,linkedin.com/company/safetynet-private-limited,nawala,safetynet (private) limited,western,10-Jan,bimsara.com
sri lanka,2003,intermart-printers,printing,linkedin.com/company/intermart-printers,colombo,intermart printers,western,201-500,
sri lanka,2003,bountylab-international,information technology and services,linkedin.com/company/bountylab-international,,bountylab international,,Nov-50,bountylab.com
sri lanka,2003,omek-investment-pvt-limited,financial services,linkedin.com/company/omek-investment-pvt-limited,,omek investment (pvt) limited,,Nov-50,omekinvestment.lk
sri lanka,2003,jagro-pvt-ltd,farming,linkedin.com/company/jagro-pvt-ltd,colombo,jagro pvt ltd,western,501-1000,jagrofresh.com
sri lanka,2003,lakpura-solutions-pvt-ltd,information technology and services,linkedin.com/company/lakpura-solutions-pvt-ltd,,lakpura solutions (pvt) ltd,,Nov-50,entersys.lk
sri lanka,2003,stonetech-services,facilities services,linkedin.com/company/stonetech-services,colombo,stonetech services,western,Nov-50,stonetechlanka.com
sri lanka,2003,econutrena,food production,linkedin.com/company/econutrena,dankotuwa,econutrena - jaindi exports (pvt) ltd,north western,201-500,econutrena.com
sri lanka,2003,science-industry-interaction-cell,higher education,linkedin.com/company/science-industry-interaction-cell,,science-industry interaction cell,central,10-Jan,
sri lanka,2003,home-lands-holding,real estate,linkedin.com/company/home-lands-holding,battaramulla,home lands holding,western,501-1000,
sri lanka,2003,romafour,apparel & fashion,linkedin.com/company/romafour,,romafour,,51-200,romafour.com
sri lanka,2003,circle-of-success-sri-lanka,,linkedin.com/company/circle-of-success-sri-lanka,colombo,circle of success | sri lanka,western,10-Jan,circleofsucces.com
sri lanka,2003,print-animation-pvt-ltd,printing,linkedin.com/company/print-animation-pvt-ltd,,print animation (pvt) ltd,,10-Jan,printanimation.net
sri lanka,2003,sri-lanka-press-institute,non-profit organization management,linkedin.com/company/sri-lanka-press-institute,colombo,sri lanka press institute,western,Nov-50,slpi.lk
sri lanka,2003,vegiland-coir-products-pvt-ltd,farming,linkedin.com/company/vegiland-coir-products-pvt-ltd,colombo,vegiland coir products (pvt) ltd,western,Nov-50,vegilandsl.com
sri lanka,2003,inventures-asia-private-limited,investment management,linkedin.com/company/inventures-asia-private-limited,colombo,inventures asia (private) limited,western,Nov-50,inventures.asia
sri lanka,2003,information-and-communication-technology-agency-of-sri-lanka,information technology and services,linkedin.com/company/information-and-communication-technology-agency-of-sri-lanka,colombo,information and communication technology agency of sri lanka,western,51-200,icta.lk
sri lanka,2003,uomleos,civic & social organization,linkedin.com/company/uomleos,,leo club of university of moratuwa ( uom leos ),,51-200,uomleos.org
sri lanka,2002,esta-international-private-limited,electrical/electronic manufacturing,linkedin.com/company/esta-international-private-limited,colombo,esta international (private) limited,western,51-200,estaint.com
sri lanka,2002,emerald-shipping,,linkedin.com/company/emerald-shipping,peliyagoda,emerald shipping line co. (pvt) ltd,western,Nov-50,
sri lanka,2002,pal-packaging-pvt-ltd,,linkedin.com/company/pal-packaging-pvt-ltd,,pal packaging (pvt) ltd,western,Nov-50,
sri lanka,2002,rising-stars-montessori,,linkedin.com/company/rising-stars-montessori,,rising stars montessori,,Nov-50,
sri lanka,2002,procare-insurance-brokers-pvt-ltd,insurance,linkedin.com/company/procare-insurance-brokers-pvt-ltd,colombo,procare insurance brokers (pvt) ltd,western,Nov-50,
sri lanka,2002,ahead-uok,,linkedin.com/company/ahead-uok,kelaniya,ahead - university of kelaniya,western,51-200,
sri lanka,2002,history-maker-generation,,linkedin.com/company/history-maker-generation,colombo,history maker generation,western,10-Jan,hmg.lk
sri lanka,2002,orabi-pasha-cultural-center,,linkedin.com/company/orabi-pasha-cultural-center,kandy,orabi pasha cultural center (embassy of the arab republic of egypt to sri lanka & the maldives ),central,10-Jan,
sri lanka,2002,genetechsrilanka,,linkedin.com/company/genetechsrilanka,colombo,genetech,western,Nov-50,genetechsrilanka.com
sri lanka,2002,amsk-constructions-private-limited,construction,linkedin.com/company/amsk-constructions-private-limited,madampe,amsk constructions private limited,sabaragamuwa,51-200,amskconstruction.com
sri lanka,2002,solid-holdings,,linkedin.com/company/solid-holdings,colombo,solid holding (pvt) ltd,western,Nov-50,solidholdingsplc.com
sri lanka,2002,panasian-power-plc,renewables & environment,linkedin.com/company/panasian-power-plc,,panasian power plc,,Nov-50,panasianpower.com
sri lanka,2002,amtek-engineering-sri-lanka,construction,linkedin.com/company/amtek-engineering-sri-lanka,colombo,amtek engineering,western,51-200,amtek.lk
sri lanka,2002,penta-guardian-systems-pvt-ltd,security and investigations,linkedin.com/company/penta-guardian-systems-pvt-ltd,,penta guardian systems pvt ltd,,51-200,pentaguardian.com
sri lanka,2002,lankahospitalsplc,hospital & health care,linkedin.com/company/lankahospitalsplc,colombo,lanka hospitals plc,western,1001-5000,
sri lanka,2002,enrich-arcane-pvt-ltd,information technology and services,linkedin.com/company/enrich-arcane-pvt-ltd,,enrich arcane (pvt) ltd,,Nov-50,enricharcane.com
sri lanka,2002,agstar-plc,,linkedin.com/company/agstar-plc,colombo,agstar plc,western,51-200,agstaragri.lk
sri lanka,2002,sadaharithaplantations,investment management,linkedin.com/company/sadaharithaplantations,colombo,sadaharitha plantations limited,western,1001-5000,
sri lanka,2002,centre-for-peacebuilding-and-reconciliation,alternative dispute resolution,linkedin.com/company/centre-for-peacebuilding-and-reconciliation,kotte,centre for peacebuilding and reconciliation,western,Nov-50,wearecpbr.org
sri lanka,2002,national-cleaner-production-centre-sri-lanka,environmental services,linkedin.com/company/national-cleaner-production-centre-sri-lanka,nugegoda,national cleaner production centre sri lanka,western province,Nov-50,ncpcsrilanka.org
sri lanka,2002,ucsc-lk,higher education,linkedin.com/company/ucsc-lk,colombo,software development unit-university of colombo school of computing,western,201-500,ucsc.cmb.ac.lk
sri lanka,2002,mcquire,professional training & coaching,linkedin.com/company/mcquire,nawala,mcquire rens global consulting,western,Nov-50,
sri lanka,2002,netassist-international,information technology and services,linkedin.com/company/netassist-international,colombo,netassist international,western,Nov-50,netassist.com.lk
sri lanka,2002,bb-tec-pvt-ltd-,machinery,linkedin.com/company/bb-tec-pvt-ltd-,piliyandala,bb tec pvt. ltd.,western,51-200,b-b-tec.com
sri lanka,2002,ca-sri-lanka-business-school,education management,linkedin.com/company/ca-sri-lanka-business-school,colombo,ca sri lanka business school,western,51-200,
sri lanka,2002,soalacommercial,business supplies and equipment,linkedin.com/company/soalacommercial,kaduwela,soala commercial equipment (pvt) ltd,western,51-200,soala.lk
sri lanka,2002,lipton-associates,management consulting,linkedin.com/company/lipton-associates,colombo,lipton associates,western,51-200,liptonassociates.net
sri lanka,2002,new-pg-enterprises,,linkedin.com/company/new-pg-enterprises,kurunegala,new pg enterprises,north western,10-Jan,newpgenterprises.com
sri lanka,2002,avonpc,biotechnology,linkedin.com/company/avonpc,nugegoda,avon pharmo chem (pvt) ltd,western,Nov-50,avonpclk.com
sri lanka,2002,rotaract-club-of-university-of-peradeniya,civic & social organization,linkedin.com/company/rotaract-club-of-university-of-peradeniya,kandy,rotaract club of university of peradeniya,central,51-200,rotaractpera.org
sri lanka,2002,nhk-holdings-international-pvt-ltd,security and investigations,linkedin.com/company/nhk-holdings-international-pvt-ltd,gampaha,nhk holdings international (pvt) ltd,western,10-Jan,nhkholdings.com
sri lanka,2002,gayan-industries,printing,linkedin.com/company/gayan-industries,negombo,gayan industries,western,10-Jan,gayanindustries.business.site
sri lanka,2002,balkan-construction-pvt-ltd,civil engineering,linkedin.com/company/balkan-construction-pvt-ltd,colombo,balkan construction pvt ltd,western,10-Jan,balkanconstructions.com
sri lanka,2002,efitsrilanka,internet,linkedin.com/company/efitsrilanka,colombo,efit pvt ltd,western,10-Jan,efitlk.com
sri lanka,2002,sdsspices,import and export,linkedin.com/company/sdsspices,colombo,sds spices (private) limited,western,51-200,sdsspices.com
sri lanka,2002,pets-v-care-animal-hospital,,linkedin.com/company/pets-v-care-animal-hospital,colombo,petsvcare animal hospitals (pvt) ltd,western,Nov-50,petsvcare.com
sri lanka,2002,daybridge-international-school,higher education,linkedin.com/company/daybridge-international-school,dehiwala,daybridge international school,colombo district,51-200,
sri lanka,2002,panglobalrecruitments,staffing and recruiting,linkedin.com/company/panglobalrecruitments,colombo,pan global recruitments (pvt) ltd,western,Nov-50,pgrecruitment.lk
sri lanka,2002,piyoma-chemicals,chemicals,linkedin.com/company/piyoma-chemicals,nugegoda,piyoma chemicals,western province,10-Jan,piyoma.com
sri lanka,2002,ijvr-consultancy-pvt-ltd,real estate,linkedin.com/company/ijvr-consultancy-pvt-ltd,,ijvr consultancy (pvt) ltd,,Nov-50,ijvr.lk
sri lanka,2002,demaksrilanka,,linkedin.com/company/demaksrilanka,,demak srilanka,,51-200,
sri lanka,2002,r-&-r-associates-consulting,management consulting,linkedin.com/company/r-&-r-associates-consulting,nugegoda,r & r associates consulting,western province,10-Jan,consultinglanka.com
sri lanka,2002,macsa-pvt-ltd,mechanical or industrial engineering,linkedin.com/company/macsa-pvt-ltd,colombo,macsa (pvt) ltd,western,51-200,macsa.lk
sri lanka,2002,perfect-business-solution-services-pvt-ltd,information technology and services,linkedin.com/company/perfect-business-solution-services-pvt-ltd,colombo,perfect business solution services (pvt) ltd,western,Nov-50,perfectbss.com
sri lanka,2002,jayes-investments-limited,chemicals,linkedin.com/company/jayes-investments-limited,colombo,jayes investments limited,western,Nov-50,jayes.co
sri lanka,2002,designsolv-pvt-ltd,computer software,linkedin.com/company/designsolv-pvt-ltd,dehiwala-mount lavinia,designsolv (pvt) ltd,western,10-Jan,designsolv.com
sri lanka,2002,ninaroeducation,higher education,linkedin.com/company/ninaroeducation,matara,ninaro higher education institute,southern,51-200,ninaro.lk
sri lanka,2002,primegems,luxury goods & jewelry,linkedin.com/company/primegems,colombo,primegems,western,10-Jan,primegems.lk
sri lanka,2002,reliable-group-of-companies,construction,linkedin.com/company/reliable-group-of-companies,,reliable group of companies,,Nov-50,reliablesl.com
sri lanka,2002,exciting-travel-holidays,"leisure, travel & tourism",linkedin.com/company/exciting-travel-holidays,nawala,exciting travel holidays,western,10-Jan,
sri lanka,2002,tisrilanka,public policy,linkedin.com/company/tisrilanka,colombo,transparency international sri lanka,western,Nov-50,tisrilanka.org
sri lanka,2002,grabtransport,,linkedin.com/company/grabtransport,kandy,grab transport,central,Nov-50,
sri lanka,2002,seacare-forwarders,logistics and supply chain,linkedin.com/company/seacare-forwarders,colombo,seacare forwarders,western,51-200,seacare.lk
sri lanka,2002,elegance-gems-and-jewellery,,linkedin.com/company/elegance-gems-and-jewellery,galle,elegance gems and jewellery,southern,10-Jan,
sri lanka,2002,compulin,information technology and services,linkedin.com/company/compulin,colombo,compulin,western,10-Jan,compulin.com
sri lanka,2002,glitzpark,,linkedin.com/company/glitzpark,gampaha,glitz park,western,51-200,glitzpark.com
sri lanka,2002,gri-tires,international trade and development,linkedin.com/company/gri-tires,colombo,gri,western,501-1000,gritires.com
sri lanka,2002,oak-ray-hotels,hospitality,linkedin.com/company/oak-ray-hotels,kandy,oak ray hotels,central,1001-5000,oakrayhotels.com
sri lanka,2002,cosmecx-network-pvt-ltd.,business supplies and equipment,linkedin.com/company/cosmecx-network-pvt-ltd.,,cosmecx network (pvt) ltd.,,51-200,cosmecx.com
sri lanka,2002,rotaract-club-of-university-of-peadeniya,events services,linkedin.com/company/rotaract-club-of-university-of-peadeniya,kandy,rotaract club of university of peadeniya,central,51-200,rcuop.blogspot.com
sri lanka,2002,rainbowpages,publishing,linkedin.com/company/rainbowpages,colombo,slt rainbow pages,western,51-200,
sri lanka,2002,career-consultants-pvt-ltd,management consulting,linkedin.com/company/career-consultants-pvt-ltd,colombo,career141,western,Nov-50,career141.com
sri lanka,2002,innova-strategies,management consulting,linkedin.com/company/innova-strategies,,innova strategies,,10-Jan,innovastrategies.com
sri lanka,2002,riyafo,,linkedin.com/company/riyafo,,riyafo,,Nov-50,riyafo.com
sri lanka,2002,d-m-engineering-co-pvt-ltd,machinery,linkedin.com/company/d-m-engineering-co-pvt-ltd,,d & m engineering co (pvt) ltd,western,Nov-50,dandmengineering.com
sri lanka,2002,ceylon-cinnamon-corporation,food & beverages,linkedin.com/company/ceylon-cinnamon-corporation,galle,ceylon cinnamon corporation,southern,Nov-50,cinnamoncorp.net
sri lanka,2002,mech-pump-systems-private-limited,,linkedin.com/company/mech-pump-systems-private-limited,peliyagoda,mech pump systems (private) limited,western,Nov-50,mechpumps.com
sri lanka,2002,visit-lanka-pvt-ltd,"leisure, travel & tourism",linkedin.com/company/visit-lanka-pvt-ltd,rajagiriya,visit lanka,western,Nov-50,visitlanka.com
sri lanka,2002,sltdigitalservices,publishing,linkedin.com/company/sltdigitalservices,colombo,slt rainbowpages,western,51-200,rainbowpages.lk
sri lanka,2002,anc-education,education management,linkedin.com/company/anc-education,colombo,anc education,western,51-200,ancedu.com
sri lanka,2002,mcquire-rens-&-jones,human resources,linkedin.com/company/mcquire-rens-&-jones,nawala,mcquire rens & jones,western,Nov-50,rensj.com
sri lanka,2002,sri-villas,"leisure, travel & tourism",linkedin.com/company/sri-villas,bentota,sri villas,southern,10-Jan,srivillas.com
sri lanka,2002,global-education-and-training-centre-sri-lanka-,higher education,linkedin.com/company/global-education-and-training-centre-sri-lanka-,,global education and training centre (sri lanka),,10-Jan,getclk.com
sri lanka,2002,cybergate-services-private-limited,education management,linkedin.com/company/cybergate-services-private-limited,nugegoda,cybergate services private limited,western province,51-200,
sri lanka,2002,freedom-sri-lanka-foundation,public relations and communications,linkedin.com/company/freedom-sri-lanka-foundation,,freedom sri lanka foundation,,10-Jan,freedomsrilanka.org
sri lanka,2002,aquacareengineering,government administration,linkedin.com/company/aquacareengineering,nugegoda,aqua care engineering (pvt) ltd.,western,Nov-50,
sri lanka,2002,exclusivelines,retail,linkedin.com/company/exclusivelines,colombo,exclusive lines,western,51-200,exclusivelines.lk
sri lanka,2002,unique-tours-sri-lanka,"leisure, travel & tourism",linkedin.com/company/unique-tours-sri-lanka,,unique tours sri lanka,western,Nov-50,uniquetourslk.com
sri lanka,2002,caddcentrelanka,professional training & coaching,linkedin.com/company/caddcentrelanka,colombo,cadd centre lanka (pvt) ltd,western,201-500,caddcentre.lk
sri lanka,2002,hayleys-consumer-products-ltd-,consumer goods,linkedin.com/company/hayleys-consumer-products-ltd-,colombo,hayleys consumer products ltd.,western,201-500,hayleysconsumer.com
sri lanka,2002,melwa,construction,linkedin.com/company/melwa,colombo,melwire rolling pvt.ltd,western,51-200,melwire.com
sri lanka,2002,anc-medical-placements,higher education,linkedin.com/company/anc-medical-placements,colombo,pathe study medicine,western,201-500,medicalplacements.org
sri lanka,2002,technopitsl,computer & network security,linkedin.com/company/technopitsl,colombo,technopit,western,Nov-50,technopit.lk
sri lanka,2002,lak-jaya-micro-finance-limited-asa-sri-lanka,financial services,linkedin.com/company/lak-jaya-micro-finance-limited-asa-sri-lanka,pannipitiya,lak jaya micro finance limited (asa international-sri lanka),western province,501-1000,
sri lanka,2002,aquatecinternational,fishery,linkedin.com/company/aquatecinternational,,aquatech international,,10-Jan,aquatecinternational.com
sri lanka,2002,db-automation-pvt-ltd,,linkedin.com/company/db-automation-pvt-ltd,colombo,db automation (pvt) ltd,western,51-200,
sri lanka,2002,brandix,apparel & fashion,linkedin.com/company/brandix,colombo,brandix,western,10001+,brandix.com
sri lanka,2002,hayleys-aventura,import and export,linkedin.com/company/hayleys-aventura,colombo,hayleys aventura,western,501-1000,hayleysaventura.com
sri lanka,2002,joint-apparel-association-forum,apparel & fashion,linkedin.com/company/joint-apparel-association-forum,colombo,joint apparel association forum,western,51-200,jaafsl.com
sri lanka,2002,asb-freight-pvt-ltd,logistics and supply chain,linkedin.com/company/asb-freight-pvt-ltd,colombo,asb freight (pvt) ltd,western,51-200,asbcmb.com
sri lanka,2002,mmmedical,hospital & health care,linkedin.com/company/mmmedical,colombo,mm medical,western,10-Jan,facebook.com/mm.medicalmarketing
sri lanka,2002,hunt-a-skill,human resources,linkedin.com/company/hunt-a-skill,colombo,hunt a skill,western,Nov-50,huntaskill.com
sri lanka,2002,access-projects-pvt-ltd,construction,linkedin.com/company/access-projects-pvt-ltd,,access projects pvt ltd,,201-500,accessprojects.lk
sri lanka,2002,ashok-steel-industries-private-limited,building materials,linkedin.com/company/ashok-steel-industries-private-limited,colombo,ashok steel industries (private) limited,western,51-200,ashoksteelindustries.com
sri lanka,2002,cwleos,,linkedin.com/company/cwleos,colombo,leo club of colombo wekanda,western,201-500,facebook.com/cwleos
sri lanka,2002,crystal-holidays-pvt-ltd,,linkedin.com/company/crystal-holidays-pvt-ltd,,crystal holidays pvt. ltd,western,10-Jan,
sri lanka,2002,demak-srilanka,industrial automation,linkedin.com/company/demak-srilanka,colombo,demak-srilanka,western,51-200,
sri lanka,2002,scbcorporate,accounting,linkedin.com/company/scbcorporate,nawala,scb corporate - chartered accountants,western,Nov-50,scbcorporate.com
sri lanka,2002,barista-coffee-lanka-pvt-ltd,food & beverages,linkedin.com/company/barista-coffee-lanka-pvt-ltd,colombo,barista coffee lanka (pvt) ltd,western,51-200,barista.lk
sri lanka,2002,lankaclear---pvt-ltd,financial services,linkedin.com/company/lankaclear---pvt-ltd,colombo,lankaclear,western,51-200,lankaclear.com
sri lanka,2002,hellocorp-pvt.-ltd.,outsourcing/offshoring,linkedin.com/company/hellocorp-pvt.-ltd.,colombo,hellocorp (pvt.) ltd.,western,51-200,hellocorp.com
sri lanka,2002,dienge,,linkedin.com/company/dienge,colombo,dienge,western,10-Jan,dienge.com
sri lanka,2002,sudath-perera-associates,legal services,linkedin.com/company/sudath-perera-associates,nawala,sudath perera associates,western,51-200,sudathpereraassociates.com
sri lanka,2002,mega-timberland,building materials,linkedin.com/company/mega-timberland,colombo,mega timberland (pvt) ltd,western,Nov-50,
sri lanka,2002,leo-club-of-colombo-plazasrilanka,,linkedin.com/company/leo-club-of-colombo-plazasrilanka,colombo,leo club of colombo plaza,western,501-1000,facebook.com/leoclubcolomboplaza
sri lanka,2002,godrej-sri-lanka,,linkedin.com/company/godrej-sri-lanka,,godrej household products lanka (pvt) limited,western,201-500,godrejsrilanka.com
sri lanka,2002,npcsl,,linkedin.com/company/npcsl,colombo,national police commision,western,51-200,npc.gov.lk
sri lanka,2001,success-factory-sri-lanka,professional training & coaching,linkedin.com/company/success-factory-sri-lanka,colombo,success factory sri lanka,western,10-Jan,naomalbalasuriya.com
sri lanka,2001,cybermax,information technology and services,linkedin.com/company/cybermax,colombo,cyber max technologies (pvt) ltd,western,10-Jan,cybermax.lk
sri lanka,2001,certis-lanka-technology-consultancy,security and investigations,linkedin.com/company/certis-lanka-technology-consultancy,colombo,certis lanka technology & consultancy,western,51-200,
sri lanka,2001,stickee,marketing and advertising,linkedin.com/company/stickee,anuradhapura,stickee,north central,Nov-50,stickee.eu
sri lanka,2001,plantas-de-luz-y-soldadoras-del-bajío-s.a.-de-c.v.,machinery,linkedin.com/company/plantas-de-luz-y-soldadoras-del-bajío-s.a.-de-c.v.,,"plantas de luz y soldadoras del bajío, s.a. de c.v.",central,Nov-50,psbsolutions.mx
sri lanka,2001,wise-technologies-pvt-ltd,information technology and services,linkedin.com/company/wise-technologies-pvt-ltd,,wise technologies (pvt.) ltd,,10-Jan,wise-erp.com
sri lanka,2001,sliit-academy,higher education,linkedin.com/company/sliit-academy,colombo,sliit academy,western,51-200,sliitacademy.lk
sri lanka,2001,genlogerp,information technology and services,linkedin.com/company/genlogerp,colombo,gensoft (pvt) ltd,western,Nov-50,gensoft.lk
sri lanka,2001,tdl-holdings-pvt-ltd-2145,,linkedin.com/company/tdl-holdings-pvt-ltd-2145,,tdl holdings (pvt) ltd,,Nov-50,
sri lanka,2001,shyamala-school-of-art,performing arts,linkedin.com/company/shyamala-school-of-art,colombo,shyamala school of art,western,10-Jan,shyamalaschoolofart.lk
sri lanka,2001,araliyaresorts,hospitality,linkedin.com/company/araliyaresorts,colombo,araliya resorts and spas,western,501-1000,araliyaresorts.com
sri lanka,2001,australian-migration-centre,individual & family services,linkedin.com/company/australian-migration-centre,nugegoda,australian migration centre,western province,Nov-50,australianmigrationcentre.com
sri lanka,2001,finder2000-pvt-ltd-,information technology and services,linkedin.com/company/finder2000-pvt-ltd-,colombo,finder2000 (pvt) ltd.,western,Nov-50,finder2000.lk
sri lanka,2001,chamber-of-construction-industry-sri-lanka,construction,linkedin.com/company/chamber-of-construction-industry-sri-lanka,,chamber of construction industry sri lanka,western,Nov-50,ccisrilanka.org
sri lanka,2001,leo-club-of-polgasowita,,linkedin.com/company/leo-club-of-polgasowita,polgasowita,leo club of polgasowita,western,Nov-50,facebook.com/leoclubofpolgasowita
sri lanka,2001,wavenet-solutions,computer software,linkedin.com/company/wavenet-solutions,colombo,wavenet solutions,western,51-200,wavenet-solutions.com
sri lanka,2001,hayleys.engineering,electrical/electronic manufacturing,linkedin.com/company/hayleys.engineering,colombo,hayleys engineering,western,51-200,hayleysengineering.com
sri lanka,2001,siksil-institute-of-business-technology-sibt,higher education,linkedin.com/company/siksil-institute-of-business-technology-sibt,nugegoda,siksil institute of business & technology - sibt,western,Nov-50,
sri lanka,2001,laugfs-gas,oil & energy,linkedin.com/company/laugfs-gas,colombo,laugfs gas,western,201-500,laugfsgas.lk
sri lanka,2001,osm-holdings-pvt-ltd,logistics and supply chain,linkedin.com/company/osm-holdings-pvt-ltd,,osm holdings pvt ltd,western,201-500,osmholdings.com
sri lanka,2001,computer-society-university-of-peradeniya-csup,information technology and services,linkedin.com/company/computer-society-university-of-peradeniya-csup,kandy,computer society university of peradeniya (csup),central,501-1000,
sri lanka,2001,intercontinental-institute-of-human-resource-management,management consulting,linkedin.com/company/intercontinental-institute-of-human-resource-management,colombo,intercontinental institute of human resource management,western,Nov-50,iihrm.biz
sri lanka,2001,pan-global-holdings-pvt-ltd-,staffing and recruiting,linkedin.com/company/pan-global-holdings-pvt-ltd-,colombo,pan global holdings (pvt) ltd.,western,51-200,panglobalgroup.lk
sri lanka,2001,colourcreations,,linkedin.com/company/colourcreations,,colour creations,western,Nov-50,colourcreations.lk
sri lanka,2001,lanka-academy-of-technological-studies-pvt-ltd,education management,linkedin.com/company/lanka-academy-of-technological-studies-pvt-ltd,moratuwa,lanka academy of technological studies (pvt) ltd,western,10-Jan,seamatelanka.com
sri lanka,2001,zeelabs-private-limited,information technology and services,linkedin.com/company/zeelabs-private-limited,,zeelabs private limited,,Nov-50,zeelabs.com
sri lanka,2001,echannelling-plc,,linkedin.com/company/echannelling-plc,colombo,echannelling plc,western,201-500,echannelling.com
sri lanka,2001,data-management-systems-pvt-ltd---software-division,information technology and services,linkedin.com/company/data-management-systems-pvt-ltd---software-division,colombo,data management systems(pvt)ltd - software division,western,Nov-50,dmssw.com
sri lanka,2001,savisevana-pvt-ltd,civil engineering,linkedin.com/company/savisevana-pvt-ltd,nawala,savisevana (pvt) ltd,western,51-200,savisevana.com
sri lanka,2001,faculty-of-agriculture-rajarata-university-of-sri-lanka,,linkedin.com/company/faculty-of-agriculture-rajarata-university-of-sri-lanka,anuradhapura,"faculty of agriculture, rajarata university of sri lanka",north central,501-1000,rjt.ac.lk
sri lanka,2001,jaffna-social-action-center,non-profit organization management,linkedin.com/company/jaffna-social-action-center,,jaffna social action center,,Nov-50,jsacsrilanka.org
