country,founded,id,industry,linkedin_url,locality,name,region,size,website
sri lanka,2022,gt-designs-and-solutions,,linkedin.com/company/gt-designs-and-solutions,katunayaka,gt designs and solutions,western,10-Jan,
sri lanka,2022,wemixt,,linkedin.com/company/wemixt,colombo,wemixt,western,10-Jan,wemixt.com
sri lanka,2022,cryptware-tech-international-pvt-ltd,,linkedin.com/company/cryptware-tech-international-pvt-ltd,colombo,cryptware tech international (pvt) ltd,western,51-200,cryptware.lk
sri lanka,2022,fli-soft,,linkedin.com/company/fli-soft,galle,fli soft,southern,10-Jan,
sri lanka,2022,devgriffinsofficial,,linkedin.com/company/devgriffinsofficial,colombo,devgriffins,western,10-Jan,devgriffins.com
sri lanka,2022,rmd-consultants-pvt-ltd,,linkedin.com/company/rmd-consultants-pvt-ltd,colombo,rmd consultants pvt ltd,western,10-Jan,
sri lanka,2022,buzzerlk,,linkedin.com/company/buzzerlk,rajagiriya,buzzer media,western,10-Jan,buzzer.lk
sri lanka,2022,kardsapp,computer games,linkedin.com/company/kardsapp,colombo,kards,western,10-Jan,
sri lanka,2022,hotelmaradha,hospitality,linkedin.com/company/hotelmaradha,colombo,hotel maradha,western,Nov-50,
sri lanka,2022,emil-realtors-sl,,linkedin.com/company/emil-realtors-sl,colombo,emil realtors,western,10-Jan,emilrealtors.com
sri lanka,2022,four-eyed-flamingo,,linkedin.com/company/four-eyed-flamingo,,four eyed flamingo,,10-Jan,
sri lanka,2022,midnigh-lk,,linkedin.com/company/midnigh-lk,colombo,midnight.lk,western,10-Jan,midnight.lk
sri lanka,2022,digidaze-global,,linkedin.com/company/digidaze-global,colombo,digidaze global,western,10-Jan,
sri lanka,2022,biyagama-granite-marble,construction,linkedin.com/company/biyagama-granite-marble,gampaha,biyagama granite & marble,western province,10-Jan,
sri lanka,2022,asia-information-technology-group,,linkedin.com/company/asia-information-technology-group,colombo,asia information technology global services group (pvt) ltd,western,10-Jan,aitg.lk
sri lanka,2022,vibrant-lk,,linkedin.com/company/vibrant-lk,kandy,webcode,central,10-Jan,
sri lanka,2022,blaeve,,linkedin.com/company/blaeve,colombo,blaeve,western,10-Jan,blaeve.com
sri lanka,2022,the-king-flora,hospitality,linkedin.com/company/the-king-flora,,the king flora,,10-Jan,thekingflora.com
sri lanka,2022,ceylon-heritage-mills,,linkedin.com/company/ceylon-heritage-mills,ja-ela,ceylon heritage mills,western,10-Jan,
sri lanka,2022,codeenvo,,linkedin.com/company/codeenvo,,codeenvo,,10-Jan,
sri lanka,2022,classm6,graphic design,linkedin.com/company/classm6,kandy,class m6,central,10-Jan,
sri lanka,2022,omega-gems,,linkedin.com/company/omega-gems,beruwala,omega gems,western,10-Jan,
sri lanka,2022,alankaaresorts,hospitality,linkedin.com/company/alankaaresorts,haputale,a'lankaa resorts,uva,51-200,
sri lanka,2022,imeche-student-chapter-kdu,,linkedin.com/company/imeche-student-chapter-kdu,ratmalana,imeche student chapter - kotelawala defence university,western,Nov-50,
sri lanka,2022,liberal-fellowship,,linkedin.com/company/liberal-fellowship,colombo,liberal fellowship,western,Nov-50,
sri lanka,2022,ceylumin,international trade and development,linkedin.com/company/ceylumin,colombo,ceylumin,western,10-Jan,
sri lanka,2022,colombo-district-entrepreneurs-association-cdea,,linkedin.com/company/colombo-district-entrepreneurs-association-cdea,colombo,colombo district entrepreneurs association (cdea),western,10-Jan,
sri lanka,2022,techlogicinternational,,linkedin.com/company/techlogicinternational,colombo,techlogic international,western,Nov-50,
sri lanka,2022,ayurvani,,linkedin.com/company/ayurvani,colombo,ayurvani health care,western,10-Jan,ayurvani.lk
sri lanka,2022,e-labslk,,linkedin.com/company/e-labslk,colombo,e-labs,western,10-Jan,
sri lanka,2022,singhetravels,,linkedin.com/company/singhetravels,galle,singhe travels,southern,10-Jan,singhetravels.com
sri lanka,2022,profitsence,,linkedin.com/company/profitsence,,profitsence,,10-Jan,profitsence.com
sri lanka,2022,innova-global-services-pvt-ltd,,linkedin.com/company/innova-global-services-pvt-ltd,colombo,innova global services (pvt) ltd,western,10-Jan,
sri lanka,2022,eduhopefoundation,higher education,linkedin.com/company/eduhopefoundation,colombo,eduhope foundation,western,10-Jan,ranker.lk
sri lanka,2022,ascentspire,,linkedin.com/company/ascentspire,colombo,ascentspire,western,Nov-50,
sri lanka,2022,intaap,,linkedin.com/company/intaap,colombo,intaap,western,Nov-50,intaap.lk
sri lanka,2022,connex360,,linkedin.com/company/connex360,colombo,connex 360,western,Nov-50,connex360.biz
sri lanka,2022,lahiru-gem-jewelry,,linkedin.com/company/lahiru-gem-jewelry,,lahiru gem & jewelry,central,10-Jan,
sri lanka,2022,the-next-great-read,higher education,linkedin.com/company/the-next-great-read,colombo,the next great read,western,10-Jan,
sri lanka,2022,cihevisa,,linkedin.com/company/cihevisa,boralesgamuwa,cihe,western,10-Jan,
sri lanka,2022,rovdigi,,linkedin.com/company/rovdigi,gampaha,rov,western province,10-Jan,
sri lanka,2022,aqcellor,,linkedin.com/company/aqcellor,colombo,aqcellor,western,Nov-50,
sri lanka,2022,wayamba-freedom-movement,information services,linkedin.com/company/wayamba-freedom-movement,colombo,wayamba freedom movement,western,10-Jan,
sri lanka,2022,freeflylanka,,linkedin.com/company/freeflylanka,colombo,free fly lanka (pvt) ltd,western,10-Jan,freeflylanka.lk
sri lanka,2022,sperenta-educational-solutions,higher education,linkedin.com/company/sperenta-educational-solutions,colombo,sperenta educational solutions,western,10-Jan,
sri lanka,2022,swivel-foundation,,linkedin.com/company/swivel-foundation,colombo,swivel foundation,western,51-200,
sri lanka,2022,seds-kdu,,linkedin.com/company/seds-kdu,ratmalana,seds kdu,western,10-Jan,
sri lanka,2022,teamflylabs,,linkedin.com/company/teamflylabs,colombo,flylabs,western,10-Jan,flylabs.tech
sri lanka,2022,pro-caller,,linkedin.com/company/pro-caller,colombo,pro caller,western,10-Jan,procaller.tk
sri lanka,2022,depiction-of-shafi,,linkedin.com/company/depiction-of-shafi,amparai,depiction of shafi,eastern province,10-Jan,depictionofshafi.com
sri lanka,2022,leadpowersolutions,,linkedin.com/company/leadpowersolutions,colombo,lead power solutions (pvt) ltd.,western,Nov-50,
sri lanka,2022,devjobslk,staffing and recruiting,linkedin.com/company/devjobslk,colombo,devjobs,western,Nov-50,devjobs.lk
sri lanka,2022,nips-lanka,staffing and recruiting,linkedin.com/company/nips-lanka,,nips lanka (pvt) ltd,,Nov-50,nipslanka.com
sri lanka,2022,defoxcy,,linkedin.com/company/defoxcy,dambulla,defoxcy,central,10-Jan,defoxcy.com
sri lanka,2022,cysec-consulting,computer & network security,linkedin.com/company/cysec-consulting,colombo,cysec consulting,western,10-Jan,cysec.lk
sri lanka,2022,verdure-spaces,real estate,linkedin.com/company/verdure-spaces,colombo,verdure spaces,western,10-Jan,verdurespaces.com
sri lanka,2022,orbit-education,information services,linkedin.com/company/orbit-education,kandy,orbit education,central,Nov-50,
sri lanka,2022,agro-world-one,,linkedin.com/company/agro-world-one,colombo,agro world,western,10-Jan,agroworld.lk
sri lanka,2022,esol-premier-campus,higher education,linkedin.com/company/esol-premier-campus,,esol premier campus,western,10-Jan,
sri lanka,2022,vulturelk,environmental services,linkedin.com/company/vulturelk,galle,vulture,southern,10-Jan,vulture.lk
sri lanka,2022,nnsports,,linkedin.com/company/nnsports,,nnsports,,10-Jan,
sri lanka,2022,wink-productions,media production,linkedin.com/company/wink-productions,colombo,wink productions,western,10-Jan,facebook.com/winkussl
sri lanka,2022,call-a-doc-sl,,linkedin.com/company/call-a-doc-sl,colombo,call a doc,western,10-Jan,
sri lanka,2022,sop-personal-statement-assistance,writing and editing,linkedin.com/company/sop-personal-statement-assistance,dehiwala,sop & personal statement assistance,western,10-Jan,
sri lanka,2022,kiyara-education-pvt-ltd,higher education,linkedin.com/company/kiyara-education-pvt-ltd,nugegoda,kiyara education pvt ltd,western,10-Jan,
sri lanka,2021,epitcore,,linkedin.com/company/epitcore,nugegoda,epitcore,western province,10-Jan,
sri lanka,2021,audka,government administration,linkedin.com/company/audka,colombo,audka,western,10-Jan,
sri lanka,2021,teamcodex,,linkedin.com/company/teamcodex,,codex tech house,,10-Jan,codextechhouse.com
sri lanka,2021,h-a-design-and-construction,civil engineering,linkedin.com/company/h-a-design-and-construction,colombo,h & a design and construction,western,10-Jan,
sri lanka,2021,musiclablk,,linkedin.com/company/musiclablk,colombo,music lab,western,10-Jan,musiclab.lk
sri lanka,2021,dynamicslk,,linkedin.com/company/dynamicslk,colombo,dynamicslk,western,10-Jan,dynamicslk.com
sri lanka,2021,atwill-construction-pvt-ltd,construction,linkedin.com/company/atwill-construction-pvt-ltd,ja-ela,atwill construction (pvt) ltd.,western,Nov-50,atwillconstruction.com
sri lanka,2021,millennium-college-of-aviation-studies,,linkedin.com/company/millennium-college-of-aviation-studies,colombo,millennium college of aviation studies,western,10-Jan,themcas.com
sri lanka,2021,lamiracolo,,linkedin.com/company/lamiracolo,galle,la miracolo,southern,10-Jan,thedust.lk
sri lanka,2021,flexza,,linkedin.com/company/flexza,kandy,flexza design studio,central,10-Jan,flexza.lk
sri lanka,2021,mountain-solutions,,linkedin.com/company/mountain-solutions,,mountain solutions,,Nov-50,
sri lanka,2021,bcskdu,,linkedin.com/company/bcskdu,colombo,bcs student chapter - kotelawala defence university,western,51-200,
sri lanka,2021,ksr-projecthub,,linkedin.com/company/ksr-projecthub,kandy,ksr projecthub,central,10-Jan,
sri lanka,2021,fiction-events,events services,linkedin.com/company/fiction-events,kotte,fiction events,western,Nov-50,
sri lanka,2021,saautombile,,linkedin.com/company/saautombile,colombo,sa automobile,western,10-Jan,
sri lanka,2021,sargesse-business-solutions,,linkedin.com/company/sargesse-business-solutions,colombo,sargesse business solutions,western,10-Jan,sargesse.com
sri lanka,2021,dtkholdings,,linkedin.com/company/dtkholdings,bentota,dtk holdings (pvt) ltd,southern,10-Jan,dtkholdings.com
sri lanka,2021,orionstellar,,linkedin.com/company/orionstellar,colombo,orionstellar,western,Nov-50,orionstellar.com
sri lanka,2021,leo-club-of-padukka,,linkedin.com/company/leo-club-of-padukka,padukka,leo club of padukka,western,51-200,facebook.com/leo-club-of-padukka-101693795464099
sri lanka,2021,lucky-mart-pvt-ltd,wholesale,linkedin.com/company/lucky-mart-pvt-ltd,,lucky mart (pvt) ltd,western,10-Jan,
sri lanka,2021,nissi-ceylon-groups-pvt-ltd,,linkedin.com/company/nissi-ceylon-groups-pvt-ltd,homagama,nissi ceylon groups (pvt) ltd.,western,10-Jan,
sri lanka,2021,kodeislesrilanka,,linkedin.com/company/kodeislesrilanka,,kode isle,,10-Jan,kodeisle.com
sri lanka,2021,deshapriya-enterprises-pvt-ltd,utilities,linkedin.com/company/deshapriya-enterprises-pvt-ltd,bingiriya,deshapriya enterprises (pvt) ltd,north western,Nov-50,
sri lanka,2021,lizris,,linkedin.com/company/lizris,jaffna,lizris,northern province,10-Jan,lizris.com
sri lanka,2021,gradlabsl,,linkedin.com/company/gradlabsl,colombo,gradlab,western,10-Jan,
sri lanka,2021,evergreen-agro-tech-solutions,environmental services,linkedin.com/company/evergreen-agro-tech-solutions,colombo,evergreen agro-tech solutions,western,10-Jan,
sri lanka,2021,ceylon-hospital,,linkedin.com/company/ceylon-hospital,gampaha,ceylon hospital,western,1001-5000,
sri lanka,2021,don-and-donna,,linkedin.com/company/don-and-donna,colombo,don and donna,western,10-Jan,thedonndonna.com
sri lanka,2021,bluehearts,environmental services,linkedin.com/company/bluehearts,badulla,blue hearts,uva,10-Jan,
sri lanka,2021,nexigon,architecture & planning,linkedin.com/company/nexigon,moratuwa,nexigon,western,10-Jan,
sri lanka,2021,vesta-projects-lanka,civil engineering,linkedin.com/company/vesta-projects-lanka,colombo,vesta projects,western,Nov-50,
sri lanka,2021,yuhan-intl,,linkedin.com/company/yuhan-intl,colombo,yuhan intl,western,Nov-50,yuhanintl.com
sri lanka,2021,asian-water-management-pvt-ltd,environmental services,linkedin.com/company/asian-water-management-pvt-ltd,nugegoda,asian water management (pvt) ltd,western,10-Jan,
sri lanka,2021,mogeotric,,linkedin.com/company/mogeotric,vavuniya,mogeotric,northern province,10-Jan,
sri lanka,2021,vidy-cosmetics,,linkedin.com/company/vidy-cosmetics,colombo,vidy cosmetics,western,10-Jan,vidycosmetics.com
sri lanka,2021,red-banana-academy,,linkedin.com/company/red-banana-academy,ja-ela,red banana academy,western,10-Jan,
sri lanka,2021,basicflavours,retail,linkedin.com/company/basicflavours,gampaha,basic flavours,western province,10-Jan,basicflavours.store
sri lanka,2021,oneoreone,,linkedin.com/company/oneoreone,,oneoreone™ business consultancy,western,10-Jan,oneoreone.com
sri lanka,2021,local-charm-by-lady-boss,,linkedin.com/company/local-charm-by-lady-boss,colombo,local charm lk,western,10-Jan,localcharm.shop
sri lanka,2021,chartered-immigration-consultancy,legal services,linkedin.com/company/chartered-immigration-consultancy,colombo,chartered immigration consultancy,western,10-Jan,facebook.com/charteredimmigration
sri lanka,2021,aims-we-teach,,linkedin.com/company/aims-we-teach,akkaraipattu,aims international school,,Nov-50,aims.lk
sri lanka,2021,bnpharma21,,linkedin.com/company/bnpharma21,,b n pharma,western,Nov-50,
sri lanka,2021,zeus-events-lk,events services,linkedin.com/company/zeus-events-lk,colombo,zeus events,western,10-Jan,zeusevents.net
sri lanka,2021,digiservicez,,linkedin.com/company/digiservicez,colombo,digiservices,western,10-Jan,digitalservices.lk
sri lanka,2021,build-my-pc,,linkedin.com/company/build-my-pc,colombo,build my pc,western,10-Jan,buildmypc.lk
sri lanka,2021,ash-architects,architecture & planning,linkedin.com/company/ash-architects,colombo,ash architects,western,10-Jan,
sri lanka,2021,alphamanagementgroup,,linkedin.com/company/alphamanagementgroup,colombo,alpha management group (pvt) ltd.,western,10-Jan,almgsl.com
sri lanka,2021,towelsandco,,linkedin.com/company/towelsandco,colombo,towels & co.,western,Nov-50,ammfy.com
sri lanka,2021,training-institute-of-holistic-medicine,,linkedin.com/company/training-institute-of-holistic-medicine,colombo,training institute of holistic medicine (tihm),western,Nov-50,
sri lanka,2021,lagolago,,linkedin.com/company/lagolago,colombo,lagolago,western,10-Jan,
sri lanka,2021,stafford-engineering-construction-pvt-ltd,construction,linkedin.com/company/stafford-engineering-construction-pvt-ltd,rajagiriya,stafford engineering & construction (pvt) ltd,western,10-Jan,
sri lanka,2021,smart-writer-incorporation,writing and editing,linkedin.com/company/smart-writer-incorporation,malabe,smart writer (pvt) ltd,western,10-Jan,
sri lanka,2021,loomfulclothing,,linkedin.com/company/loomfulclothing,,loomful,,10-Jan,loomful.lk
sri lanka,2021,cane-cult-pvt-ltd,retail,linkedin.com/company/cane-cult-pvt-ltd,colombo,cane cult,western,Nov-50,cane-cult.com
sri lanka,2021,bodaboda,,linkedin.com/company/bodaboda,colombo,boda boda (pvt) ltd,western,Nov-50,bodaboda.lk
sri lanka,2021,life-framing,,linkedin.com/company/life-framing,colombo,life framing,western,10-Jan,
sri lanka,2021,the-virtual-assistant-lk,,linkedin.com/company/the-virtual-assistant-lk,,the virtual assistant.lk,,10-Jan,
sri lanka,2021,sm-solution-tech,,linkedin.com/company/sm-solution-tech,jaffna,sm solution,northern province,10-Jan,smsolution.tech
sri lanka,2021,free-to-flow,,linkedin.com/company/free-to-flow,colombo,free to flow,western,10-Jan,freetoflow.info
sri lanka,2021,ikat-engineering,civil engineering,linkedin.com/company/ikat-engineering,colombo,ikat engineering,western,10-Jan,
sri lanka,2021,lush-properties,real estate,linkedin.com/company/lush-properties,colombo,lush properties,western,10-Jan,lushproperties.online
sri lanka,2021,remstrike-pvt-limited,computer & network security,linkedin.com/company/remstrike-pvt-limited,colombo,remstrike (private) limited,western,10-Jan,remstrike.com
sri lanka,2021,leo-lions-club-of-colombo-golden-minds,,linkedin.com/company/leo-lions-club-of-colombo-golden-minds,colombo,leo lions club of colombo golden minds,western,Nov-50,
sri lanka,2021,elixirceylon,,linkedin.com/company/elixirceylon,colombo,elixir ceylon (pvt) ltd,western,10-Jan,
sri lanka,2021,zaya-packaging,,linkedin.com/company/zaya-packaging,colombo,zaya packaging,western,10-Jan,zayapackaging.com
sri lanka,2021,peo-tech,,linkedin.com/company/peo-tech,moratuwa,peo tech,western,10-Jan,peotech.site
sri lanka,2021,skaleart,,linkedin.com/company/skaleart,colombo,skaleart,western,10-Jan,
sri lanka,2021,brick-realty-ltd,,linkedin.com/company/brick-realty-ltd,colombo,brick realty ltd.,western,Nov-50,brick.lk
sri lanka,2021,youth-for-climate-action-uop,environmental services,linkedin.com/company/youth-for-climate-action-uop,,youth for climate action,,10001+,yfca.sites.pdn.ac.lk
sri lanka,2021,wild-vegan-pvt-ltd,,linkedin.com/company/wild-vegan-pvt-ltd,moratuwa,wild vegan (pvt) ltd.,western,10-Jan,
sri lanka,2021,moraesports,,linkedin.com/company/moraesports,moratuwa,mora esports community,western,501-1000,
sri lanka,2021,destiny-construction,construction,linkedin.com/company/destiny-construction,maharagama,destiny construction,western,10-Jan,
sri lanka,2021,kadmas-productions,media production,linkedin.com/company/kadmas-productions,maharagama,kadmas,western,10-Jan,
sri lanka,2021,thestriversnetwork,higher education,linkedin.com/company/thestriversnetwork,colombo,the strivers' network,western,10-Jan,linktr.ee/thestriversnetwork
sri lanka,2021,igrow-lanka,farming,linkedin.com/company/igrow-lanka,,igrow lanka,,10-Jan,igrowlanka.com
sri lanka,2021,strong-brown-girl,,linkedin.com/company/strong-brown-girl,battaramulla,strong brown girl,western,10-Jan,
sri lanka,2021,the-soorya-foundation,fund-raising,linkedin.com/company/the-soorya-foundation,kotte,the sooriya foundation,western,10-Jan,thesooryafoundation.org
sri lanka,2021,montreal-trading,,linkedin.com/company/montreal-trading,colombo,montreal trading,western,201-500,
sri lanka,2021,chanmaxtech,,linkedin.com/company/chanmaxtech,,chanmax,,10-Jan,chanmax.io
sri lanka,2021,udbiz,graphic design,linkedin.com/company/udbiz,galle,udbiz,southern,10-Jan,udbizz.com
sri lanka,2021,project-perspectivelk,photography,linkedin.com/company/project-perspectivelk,colombo,project perspective,western,10-Jan,
sri lanka,2021,growclublk,,linkedin.com/company/growclublk,colombo,growclub.lk,western,10-Jan,growclub.lk
sri lanka,2021,fresh-seeds,,linkedin.com/company/fresh-seeds,veyangoda,fresh seeds,western,10-Jan,
sri lanka,2021,omdenasl,,linkedin.com/company/omdenasl,,omdena sri lanka chapter,,10-Jan,
sri lanka,2021,skillnet-campus,,linkedin.com/company/skillnet-campus,colombo,skillnet campus,western,Nov-50,skillnetcampus.lk
sri lanka,2021,findmelanka,,linkedin.com/company/findmelanka,,findme,,501-1000,
sri lanka,2021,i-medirep,facilities services,linkedin.com/company/i-medirep,colombo,i-medirep,western,10-Jan,imedirep.com
sri lanka,2021,helping-lk,,linkedin.com/company/helping-lk,,helping.lk,,10-Jan,helping.lk
sri lanka,2021,royal-wish,events services,linkedin.com/company/royal-wish,dambulla,royal wish,central,501-1000,facebook.com/itstimetowish
sri lanka,2021,leo-club-of-royal-achievers,,linkedin.com/company/leo-club-of-royal-achievers,kalutara,leo club of royal achievers,western,51-200,
sri lanka,2021,epiric-supply-chain-solutions-pvt-ltd,,linkedin.com/company/epiric-supply-chain-solutions-pvt-ltd,dehiwala,epiric supply chain solutions (pvt) ltd,colombo district,10-Jan,epirics.com
sri lanka,2021,b-guide,accounting,linkedin.com/company/b-guide,colombo,b-guide,western,10-Jan,b-guideaa.com
sri lanka,2021,akurupela,,linkedin.com/company/akurupela,,akurupela,,10-Jan,akurupela.com
sri lanka,2021,managia-bizsolutions,,linkedin.com/company/managia-bizsolutions,matara,managia bizsolutions,southern,10-Jan,managiabiz.com
sri lanka,2021,myserviceboard,,linkedin.com/company/myserviceboard,colombo,my service board,western,51-200,myserviceboard.com
sri lanka,2021,zimantra-neurological-and-physical-therapy,,linkedin.com/company/zimantra-neurological-and-physical-therapy,colombo,zimantra neurological and physical therapy,western,10-Jan,
sri lanka,2021,arokiyamhealthcare,,linkedin.com/company/arokiyamhealthcare,colombo,arokiyam healthcare consultancy,western,10-Jan,arokiyamhealthcare.com
sri lanka,2021,accquaglobals,,linkedin.com/company/accquaglobals,colombo,accqua global services (pvt) ltd,western,10-Jan,accquaglobal.com
sri lanka,2021,edlizadigitalmarketingandbrandconsulting,,linkedin.com/company/edlizadigitalmarketingandbrandconsulting,negombo,edliza pvt ltd,western,10-Jan,
sri lanka,2021,rdp-bricks-blocks,,linkedin.com/company/rdp-bricks-blocks,ja-ela,r d p bricks & blocks (pvt) ltd,western,10-Jan,
sri lanka,2021,falconxsolutions,facilities services,linkedin.com/company/falconxsolutions,kurunegala,falconx solutions,north western,Nov-50,falconxsolutions.com
sri lanka,2021,the-switch-lk,,linkedin.com/company/the-switch-lk,dehiwala,the switch.lk,western,10-Jan,
sri lanka,2021,cargoatecmb-private-limited,,linkedin.com/company/cargoatecmb-private-limited,colombo,cargomate colombo,western,10-Jan,cargomatecmb.com
sri lanka,2021,aa-realtors-lk,real estate,linkedin.com/company/aa-realtors-lk,colombo,a.a. realtors,western,10-Jan,
sri lanka,2021,srilankan-it-jobs,,linkedin.com/company/srilankan-it-jobs,colombo,srilankan it jobs,western,10-Jan,srilankaworks.com
sri lanka,2021,vigi-labs,,linkedin.com/company/vigi-labs,colombo,vigi labs,western,10-Jan,
sri lanka,2021,pchouselk,computer & network security,linkedin.com/company/pchouselk,mawanella,pchouse.lk,sabaragamuwa,10-Jan,pchouse.lk
sri lanka,2021,muessoze-solution,,linkedin.com/company/muessoze-solution,tangalla,muessoze solution,southern,10-Jan,
sri lanka,2021,seomto,,linkedin.com/company/seomto,bandarawela,seomto,uva,Nov-50,seomto.com
sri lanka,2021,thesilvaconstructions,construction,linkedin.com/company/thesilvaconstructions,colombo,the silva constructions,western,51-200,
sri lanka,2021,spera-hospitals,,linkedin.com/company/spera-hospitals,matara,spera hospitals,southern,Nov-50,sperahospitals.com
sri lanka,2021,infragen,civil engineering,linkedin.com/company/infragen,colombo,infragen pvt ltd,western,10-Jan,infragen.lk
sri lanka,2021,lahiru-group,,linkedin.com/company/lahiru-group,,lahiru group of compaines pvt ltd.,central,Nov-50,
sri lanka,2021,ieas-campus,higher education,linkedin.com/company/ieas-campus,kalmunai,ieas campus,eastern province,51-200,ieas.lk
sri lanka,2021,greenfield-lanka,,linkedin.com/company/greenfield-lanka,colombo,greenfield lanka,western,Nov-50,
sri lanka,2021,bestkarera-recruitment,staffing and recruiting,linkedin.com/company/bestkarera-recruitment,,bestkarera recruitment,western,10-Jan,bestkarera.lk
sri lanka,2021,simple-jobs-srilanka,,linkedin.com/company/simple-jobs-srilanka,colombo,simple jobs,western,10-Jan,simplejobs.lk
sri lanka,2021,alt-x,,linkedin.com/company/alt-x,colombo,alt x,western,Nov-50,alteredexperience.com
sri lanka,2021,mechheart,,linkedin.com/company/mechheart,kegalla,mechheart,sabaragamuwa,10-Jan,
sri lanka,2021,ceylon-investment-securities-group,investment banking,linkedin.com/company/ceylon-investment-securities-group,nugegoda,ceylon investment & securities group,western province,Nov-50,
sri lanka,2021,unreal-squad-games,computer games,linkedin.com/company/unreal-squad-games,colombo,unreal squad games,western,10-Jan,unrealsquadofficial.netlify.app
sri lanka,2021,brandusasl,graphic design,linkedin.com/company/brandusasl,colombo,brandusa,western,10-Jan,
sri lanka,2021,folklorlk,,linkedin.com/company/folklorlk,colombo,folklor,western,10-Jan,folklor.lk
sri lanka,2021,ceylon-fine-exports-pvt-ltd,,linkedin.com/company/ceylon-fine-exports-pvt-ltd,colombo,ceylon fine exports pvt ltd.,western,10-Jan,
sri lanka,2021,codezela-technologies,computer & network security,linkedin.com/company/codezela-technologies,colombo,codezela technologies,western,10-Jan,codezela.com
sri lanka,2021,fundlab-pvt-ltd,financial services,linkedin.com/company/fundlab-pvt-ltd,kurunegala,fundlab (pvt) ltd,north western,51-200,fundlablk.com
sri lanka,2021,ceylonherbalfactory,,linkedin.com/company/ceylonherbalfactory,gonapola,ceylon herbal factory,western,10-Jan,ceylonherbalfactory.com
sri lanka,2021,archway-international-pvt-ltd,law practice,linkedin.com/company/archway-international-pvt-ltd,colombo,archway international,western,10-Jan,archway.international
sri lanka,2021,dttb-lk,media production,linkedin.com/company/dttb-lk,colombo,digitalization of terrestrial tv broadcasting project in sri lanka,western,10-Jan,
sri lanka,2021,evins-education,,linkedin.com/company/evins-education,colombo,evins education,western,10-Jan,evins.lk
sri lanka,2021,platinum-manpower,staffing and recruiting,linkedin.com/company/platinum-manpower,colombo,platinum manpower (pvt) ltd,western,10-Jan,platinummanpower.com
sri lanka,2021,m-line-international,,linkedin.com/company/m-line-international,colombo,m line international,western,51-200,mline.lk
sri lanka,2021,asian-music-group,,linkedin.com/company/asian-music-group,colombo,asian music group,western,Nov-50,
sri lanka,2021,the-kind-humans-project,,linkedin.com/company/the-kind-humans-project,wattala,the kind humans project,western,10-Jan,facebook.com/kindhumanssrilanka
sri lanka,2021,airmen-flight-gear-pvt-ltd,,linkedin.com/company/airmen-flight-gear-pvt-ltd,colombo,airmen flight gear pvt. ltd,western,10-Jan,
sri lanka,2021,auk-development,,linkedin.com/company/auk-development,,auk development,,10-Jan,
sri lanka,2021,mavi-lanka-ponchos,,linkedin.com/company/mavi-lanka-ponchos,,mavi lanka | surf & beach | mavilanka.com | @mavi.lanka,,10-Jan,mavilanka.com
sri lanka,2021,hellixit,,linkedin.com/company/hellixit,colombo,hellix it,western,10-Jan,hellixit.com
sri lanka,2021,zeroplasticlk,,linkedin.com/company/zeroplasticlk,,zeroplastic national movement,,10-Jan,zeroplastic.lk
sri lanka,2021,engineering-technology-students-association,higher education,linkedin.com/company/engineering-technology-students-association,kelaniya,engineering technology students’ association,western,201-500,
sri lanka,2021,ghost-empire-technologies,,linkedin.com/company/ghost-empire-technologies,colombo,ghost empire technologies,western,10-Jan,
sri lanka,2021,kirulahealthcare,,linkedin.com/company/kirulahealthcare,colombo,kirula health care,western,Nov-50,kirulahealthcare.lk
sri lanka,2021,new-lanka-chemicals-pvt-ltd,,linkedin.com/company/new-lanka-chemicals-pvt-ltd,gampaha,new lanka chemicals pvt ltd,western province,51-200,
sri lanka,2021,kelp-solutions,,linkedin.com/company/kelp-solutions,colombo,kelp solutions,western,10-Jan,
sri lanka,2021,ncr-event-studio,events services,linkedin.com/company/ncr-event-studio,horana,ncr event studio,western,10-Jan,
sri lanka,2021,slr-capital-holdings,,linkedin.com/company/slr-capital-holdings,battaramulla,slr capital holdings,western,10-Jan,
sri lanka,2021,quantacom-it-pvt-ltd,,linkedin.com/company/quantacom-it-pvt-ltd,,quantacom it (pvt) ltd,western,Nov-50,quantacomit.com
sri lanka,2021,cixzlk,,linkedin.com/company/cixzlk,colombo,cixz,western,10-Jan,
sri lanka,2021,niumi-kulasekara-designs,,linkedin.com/company/niumi-kulasekara-designs,colombo,niumi kulasekara designs,western,10-Jan,
sri lanka,2021,digiecosystembydigiit,consumer services,linkedin.com/company/digiecosystembydigiit,rajagiriya,digiecosystem by digi.it,western,10-Jan,digitender.io
sri lanka,2021,itsauok,higher education,linkedin.com/company/itsauok,kelaniya,information technology students' association,western,51-200,
sri lanka,2021,leanstartdigital,,linkedin.com/company/leanstartdigital,colombo,lean start digital,western,10-Jan,
sri lanka,2021,gaialearningcentre,higher education,linkedin.com/company/gaialearningcentre,colombo,gaia learning,western,10-Jan,gaia-learning.com
sri lanka,2021,purple-print-events-sl,events services,linkedin.com/company/purple-print-events-sl,,purple print (pvt) ltd,,10-Jan,
sri lanka,2021,inray-technologies-pvt-ltd,,linkedin.com/company/inray-technologies-pvt-ltd,piliyandala,inray technologies (pvt) ltd,western,10-Jan,inraytech.com
sri lanka,2021,spectrum-goodlife,,linkedin.com/company/spectrum-goodlife,nawala,spectrum goodlife,western,10-Jan,spectrumgoodlife.com
